Molecule: ./no_chain/4n6z 
Step: remove fragment, Previous ligand: [16*]c1cc[nH+]cc1[16*], New ligand: [16*]c1cc[nH+]cc1[16*], Score: tensor([0.3789]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.4770]) 
Step: remove fragment, Previous ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.4770]) 
Step: remove fragment, Previous ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.4770]) 
Step: add fragment, Previous ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7765]) 
Step: remove fragment, Previous ligand: [16*]c1c[nH+]ccc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7765]) 
Step: add fragment, Previous ligand: [16*]c1c[nH+]ccc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [5*]Nc1c[nH+]ccc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7131]) 
Step: add fragment, Previous ligand: [5*]Nc1c[nH+]ccc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1Nc1c[nH+]ccc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7525]) 
Step: add fragment, Previous ligand: [16*]c1c[nH+]ccc1Nc1c[nH+]ccc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [NH3+][C@H]1CCCN(c2c[nH+]ccc2Nc2c[nH+]ccc2-c2c[nH+]ccc2N2CCC[C@H]([NH3+])C2)C1, Score: tensor([0.6465]) 
Step: remove fragment, Previous ligand: [NH3+][C@H]1CCCN(c2c[nH+]ccc2Nc2c[nH+]ccc2-c2c[nH+]ccc2N2CCC[C@H]([NH3+])C2)C1, New ligand: [5*]Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.5960]) 
Step: add fragment, Previous ligand: [5*]Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, New ligand: [6*]C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7747]) 
Step: add fragment, Previous ligand: [6*]C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7430]) 
Step: add fragment, Previous ligand: [16*]c1c[nH+]ccc1C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1-c1c[nH+]ccc1C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7388]) 
Step: remove fragment, Previous ligand: Nc1nccnc1-c1c[nH+]ccc1C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, New ligand: [6*]C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7743]) 
Step: remove fragment, Previous ligand: [6*]C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, New ligand: [6*]C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7743]) 
Step: add fragment, Previous ligand: [6*]C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7436]) 
Step: remove fragment, Previous ligand: [16*]c1c[nH+]ccc1C(=O)Nc1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, New ligand: [1*]C(=O)c1cc[nH+]cc1[16*], Score: tensor([0.5756]) 
Step: add fragment, Previous ligand: [1*]C(=O)c1cc[nH+]cc1[16*], New ligand: [5*]NC(=O)c1cc[nH+]cc1[16*], Score: tensor([0.5804]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [14*]c1nccnc1N, Score: tensor([0.4819]) 
Step: add fragment, Previous ligand: [14*]c1nccnc1N, New ligand: Nc1nccnc1-c1nccnc1N, Score: tensor([0.5727]) 
Step: remove fragment, Previous ligand: Nc1nccnc1-c1nccnc1N, New ligand: [14*]c1nccnc1N, Score: tensor([0.4816]) 
Step: add fragment, Previous ligand: [14*]c1nccnc1N, New ligand: [5*]Nc1nccnc1N, Score: tensor([0.4787]) 
Step: remove fragment, Previous ligand: [5*]Nc1nccnc1N, New ligand: [14*]c1nccnc1N, Score: tensor([0.4817]) 
Step: add fragment, Previous ligand: [14*]c1nccnc1N, New ligand: Nc1nccnc1-c1nccnc1N, Score: tensor([0.5741]) 
Step: remove fragment, Previous ligand: Nc1nccnc1-c1nccnc1N, New ligand: [14*]c1nccnc1N, Score: tensor([0.4828]) 
Step: add fragment, Previous ligand: [14*]c1nccnc1N, New ligand: Nc1nccnc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.6072]) 
Step: remove fragment, Previous ligand: Nc1nccnc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.6072]) 
Step: remove fragment, Previous ligand: Nc1nccnc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.6072]) 
Step: remove fragment, Previous ligand: Nc1nccnc1N1CCC[C@H]([NH3+])C1, New ligand: [14*]c1nccnc1N, Score: tensor([0.4827]) 
Step: remove fragment, Previous ligand: [14*]c1nccnc1N, New ligand: [14*]c1nccnc1N, Score: tensor([0.4827]) 
Step: add fragment, Previous ligand: [14*]c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6881]) 
Step: add fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: [1*]C(=O)c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.7084]) 
Step: add fragment, Previous ligand: [1*]C(=O)c1cc[nH+]cc1-c1nccnc1N, New ligand: Nc1nccnc1-c1c[nH+]ccc1C(=O)N1CCC[C@H]([NH3+])C1, Score: tensor([0.8118]) 
Step: remove fragment, Previous ligand: Nc1nccnc1-c1c[nH+]ccc1C(=O)N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6858]) 
Step: add fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: [5*]Nc1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.5887]) 
Step: remove fragment, Previous ligand: [5*]Nc1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6716]) 
Step: add fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1c[nH+]ccc1-c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6327]) 
Step: remove fragment, Previous ligand: [16*]c1c[nH+]ccc1-c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1c[nH+]ccc1-c1cc[nH+]cc1[16*], Score: tensor([0.5384]) 
Step: add fragment, Previous ligand: [16*]c1c[nH+]ccc1-c1cc[nH+]cc1[16*], New ligand: [16*]c1c[nH+]ccc1-c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6366]) 
Step: remove fragment, Previous ligand: [16*]c1c[nH+]ccc1-c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6891]) 
Step: remove fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6891]) 
Step: remove fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6891]) 
Step: add fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6891]) 
Step: remove fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6891]) 
Step: remove fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6891]) 
Step: remove fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6891]) 
Step: add fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: Nc1nccnc1-c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6618]) 
Step: remove fragment, Previous ligand: Nc1nccnc1-c1cc[nH+]cc1-c1nccnc1N, New ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, Score: tensor([0.6822]) 
Step: add fragment, Previous ligand: [16*]c1cc[nH+]cc1-c1nccnc1N, New ligand: Nc1nccnc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8074]) 
Step: remove fragment, Previous ligand: Nc1nccnc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8074]) 
Step: remove fragment, Previous ligand: Nc1nccnc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [5*]N1CCC[C@H]([NH3+])C1, Score: tensor([0.4853]) 
Step: remove fragment, Previous ligand: [5*]N1CCC[C@H]([NH3+])C1, New ligand: [5*]N1CCC[C@H]([NH3+])C1, Score: tensor([0.4853]) 
Step: remove fragment, Previous ligand: [5*]N1CCC[C@H]([NH3+])C1, New ligand: [5*]N1CCC[C@H]([NH3+])C1, Score: tensor([0.4853]) 
Step: remove fragment, Previous ligand: [5*]N1CCC[C@H]([NH3+])C1, New ligand: [5*]N1CCC[C@H]([NH3+])C1, Score: tensor([0.4853]) 
Step: remove fragment, Previous ligand: [5*]N1CCC[C@H]([NH3+])C1, New ligand: [5*]N1CCC[C@H]([NH3+])C1, Score: tensor([0.4853]) 
Step: remove fragment, Previous ligand: [5*]N1CCC[C@H]([NH3+])C1, New ligand: [5*]N1CCC[C@H]([NH3+])C1, Score: tensor([0.4853]) 
Step: add fragment, Previous ligand: [5*]N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.4787]) 
Step: remove fragment, Previous ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [5*]N1CCC[C@H]([NH3+])C1, Score: tensor([0.4849]) 
Step: add fragment, Previous ligand: [5*]N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.5647]) 
Step: remove fragment, Previous ligand: [16*]c1cc[nH+]cc1N1CCC[C@H]([NH3+])C1, New ligand: [5*]N1CCC[C@H]([NH3+])C1, Score: tensor([0.4860]) 
Step: add fragment, Previous ligand: [5*]N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.4800]) 
Step: add fragment, Previous ligand: [16*]c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1c[nH+]ccc1-c1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.7712]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, Score: tensor([0.8451]) 
Step: remove fragment, Previous ligand: Nc1nccnc1Nc1c[nH+]ccc1N1CCC[C@H]([NH3+])C1, New ligand: [16*]c1cc[nH+]cc1Nc1nccnc1N, Score: tensor([0.6679]) 
Step: add fragment, Previous ligand: [16*]c1cc[nH+]cc1Nc1nccnc1N, New ligand: [1*]C(=O)c1cc[nH+]cc1Nc1nccnc1N, Score: tensor([0.7673]) 
Step: add fragment, Previous ligand: [1*]C(=O)c1cc[nH+]cc1Nc1nccnc1N, New ligand: [5*]NC(=O)c1cc[nH+]cc1Nc1nccnc1N, Score: tensor([0.7881]) 
Step: remove fragment, Previous ligand: [5*]NC(=O)c1cc[nH+]cc1Nc1nccnc1N, New ligand: [5*]NC(=O)c1cc[nH+]cc1Nc1nccnc1N, Score: tensor([0.7881]) 
Step: add fragment, Previous ligand: [5*]NC(=O)c1cc[nH+]cc1Nc1nccnc1N, New ligand: Nc1nccnc1NC(=O)c1cc[nH+]cc1Nc1nccnc1N, Score: tensor([0.7543]) 
Step: remove fragment, Previous ligand: Nc1nccnc1NC(=O)c1cc[nH+]cc1Nc1nccnc1N, New ligand: Nc1nccnc1NC(=O)c1cc[nH+]cc1Nc1nccnc1N, Score: tensor([0.7543]) 
Step: remove fragment, Previous ligand: Nc1nccnc1NC(=O)c1cc[nH+]cc1Nc1nccnc1N, New ligand: [6*]C(=O)Nc1nccnc1N, Score: tensor([0.6963]) 
Step: add fragment, Previous ligand: [6*]C(=O)Nc1nccnc1N, New ligand: [6*]C(=O)Nc1nccnc1N, Score: tensor([0.6963]) 
